ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	TWAS.FDR	trait_full_name	GWAS_name	cell_type	gene	trait	method	p_value	significance	log10_p	direction	symbol	GWAS
ENSG00000173442_EHBP1L1	11	65576046	65592650	0.506	rs4647564	-3.44	rs670358	0.025535	-3.78	0.4733	3633	3633	bslmm	0.06	0.02	-2.22629	0.026	0.632884482758621	Alzheimers_or_Other_Dementia	GCST90476883_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000173442_EHBP1L1	Alzheimers_or_Other_Dementia	TWAS	0.026	FALSE	1.58502665202918	Negative	EHBP1L1	GCST90476883_Cognitive_Neurodegenerative.h.FUSION
ENSG00000130997_POLN	4	2071918	2242121	0.486	rs80036612	-3.16	rs28642759	-0.011177	3.62	0.7608	5578	5578	bslmm	0.049	0.033	2.2259	0.02602	0.868311926605505	Hypersomnia	GCST90477481_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000130997_POLN	Hypersomnia	TWAS	0.02602	FALSE	1.58469270777443	Positive	POLN	GCST90477481_SleepDisorders.h.FUSION
ENSG00000250903_GMDS-DT	6	2245718	2525976	0.931	rs9501983	-3.15	rs11964511	-0.011487	-3.97	-0.9798	1340	1340	bslmm	0.039	0.05	2.2257	0.02603	0.541591935483871	Schizophrenia	SCZ_AFR_Schizophrenia_FUSION.txt	Astrocyte	ENSG00000250903_GMDS-DT	Schizophrenia	TWAS	0.02603	FALSE	1.58452583189076	Positive	GMDS-DT	SCZ_AFR_Schizophrenia_FUSION
ENSG00000175449_RFESD	5	95646777	95684773	0.47	rs6887790	-3.37	rs58666663	0.01936	3.79	2.1252	4075	29	enet	0.04	0.047	2.22545	0.02605	0.694038490566038	Alzheimers_or_Other_Dementia	GCST90479405_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000175449_RFESD	Alzheimers_or_Other_Dementia	TWAS	0.02605	FALSE	1.58419227236446	Positive	RFESD	GCST90479405_Cognitive_Neurodegenerative.h.FUSION
ENSG00000289214_ENSG00000289214	9	85858720	85859761	0.834	rs4877987	3.2	rs62568873	0.107637	-4.62	-0.8801	4497	4497	bslmm	0.17	0.00017	2.22541	0.02605	0.692531707317073	Abnormal_movement	GCST90477574_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000289214_ENSG00000289214	Abnormal_movement	TWAS	0.02605	FALSE	1.58419227236446	Positive	ENSG00000289214	GCST90477574_Movement_Motor.h.FUSION
ENSG00000163866_SMIM12	1	34712737	34859755	0.476	rs79663996	-3.47	rs80332318	-0.011708	3.63	-1.6507	4655	4655	bslmm	0.042	0.044	-2.22506	0.02608	0.736224375	Alzheimers_or_Other_Dementia	GCST90476686_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000163866_SMIM12	Alzheimers_or_Other_Dementia	TWAS	0.02608	FALSE	1.58369241294012	Negative	SMIM12	GCST90476686_Cognitive_Neurodegenerative.h.FUSION
ENSG00000151150_ANK3	10	60026298	60733490	0.407	rs12571322	3.09	rs12247875	-0.000346	-3.66	1.7945	6204	6204	bslmm	0.055	0.025	-2.2244	0.0261	0.68982131147541	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	GCST90477812_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000151150_ANK3	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	TWAS	0.0261	FALSE	1.58335949266172	Negative	ANK3	GCST90477812_OtherNeurological.h.FUSION
ENSG00000197417_SHPK	17	3608240	3636250	0.575	rs76402508	-3.64	rs230397	0.089147	3.84	2.2234	6213	1	top1	0.089	0.0056	2.22338	0.02619	0.647886885245902	Hemiplegia	GCST90477544_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000197417_SHPK	Hemiplegia	TWAS	0.02619	FALSE	1.58186450157477	Positive	SHPK	GCST90477544_OtherNeurological.h.FUSION
ENSG00000130313_PGLS	19	17511636	17521288	0.658	rs4808571	4.01	rs2248743	-0.0133	-3.5	0.5993	5123	5123	bslmm	0.037	0.054	-2.2227	0.0262	0.5943353125	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000130313_PGLS	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.0262	FALSE	1.58169870868025	Negative	PGLS	GCST90479457_SubstanceUse.h.FUSION
ENSG00000287855_ENSG00000287855	16	817489	862843	0.734	rs112832450	3.36	rs12918367	-0.013312	3.68	1.6859	5909	5909	bslmm	0.035	0.059	-2.22294	0.0262	0.890587894736842	Bipolar_Disorder	GCST90479398_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000287855_ENSG00000287855	Bipolar_Disorder	TWAS	0.0262	FALSE	1.58169870868025	Negative	ENSG00000287855	GCST90479398_MoodDisorders.h.FUSION
ENSG00000103415_HMOX2	16	4474690	4510347	0.479	rs9745874	4.03	rs73513206	0.068062	-3.77	2.2229	5629	1	top1	0.068	0.014	-2.22294	0.0262	0.780746086956522	Waking_up_in_the_morning_earlier_than_planned_or_desired	GCST90479450_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000103415_HMOX2	Waking_up_in_the_morning_earlier_than_planned_or_desired	TWAS	0.0262	FALSE	1.58169870868025	Negative	HMOX2	GCST90479450_SleepDisorders.h.FUSION
ENSG00000166664_CHRFAM7A	15	30360566	30393849	0.36	rs112637564	4.18	rs637568	-0.001521	3.81	1.7017	3505	3505	bslmm	0.047	0.035	2.2229	0.02622	0.632884482758621	Alzheimers_or_Other_Dementia	GCST90476883_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000166664_CHRFAM7A	Alzheimers_or_Other_Dementia	TWAS	0.02622	FALSE	1.58136731264593	Positive	CHRFAM7A	GCST90476883_Cognitive_Neurodegenerative.h.FUSION
ENSG00000136869_TLR4	9	117704175	117724735	0.552	rs4838117	3.71	rs59504085	0.013196	-3.93	1.44556	5012	5012	bslmm	0.12	0.0016	-2.2224	0.02626	0.751216734693878	Stroke_or_Transient_Ischemic_Attack	GCST90476865_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000136869_TLR4	Stroke_or_Transient_Ischemic_Attack	TWAS	0.02626	FALSE	1.58070527824654	Negative	TLR4	GCST90476865_Brain_Cerebrovascular.h.FUSION
ENSG00000260296_ENSG00000260296	4	40166675	40167831	0.726	rs115780700	3.78	rs75935246	0.003931	3.66	0.07062	4830	4830	bslmm	0.015	0.15	2.222189	0.02627	0.694038490566038	Alzheimers_or_Other_Dementia	GCST90479405_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000260296_ENSG00000260296	Alzheimers_or_Other_Dementia	TWAS	0.02627	FALSE	1.58053992721393	Positive	ENSG00000260296	GCST90479405_Cognitive_Neurodegenerative.h.FUSION
ENSG00000110955_ATP5F1B	12	56638175	56645984	0.324	rs2292657	3.92	rs2371494	-0.0139	-3.64	1.5649	2811	2811	bslmm	-0.0079	0.52	-2.222	0.02628	0.667424833333333	Chronic_pain	GCST90477532_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000110955_ATP5F1B	Chronic_pain	TWAS	0.02628	FALSE	1.58037463911226	Negative	ATP5F1B	GCST90477532_OtherNeurological.h.FUSION
ENSG00000129083_COPB1	11	14443440	14500027	0.424	rs115865399	3.29	rs12225211	-0.012057	-3.94	-0.1487	3923	3923	blup	0.02	0.12	-2.2219	0.02629	0.8953	Concussion	GCST90479218_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000129083_COPB1	Concussion	TWAS	0.02629	FALSE	1.58020941389364	Negative	COPB1	GCST90479218_Brain_Cerebrovascular.h.FUSION
ENSG00000077312_SNRPA	19	40750637	40765389	0.311	rs4802113	3.61	rs12983471	0.0124	-3.44	-2.2223	4539	1	top1	0.012	0.17	2.2223	0.0263	0.879430925925926	Depression	GCST90476683_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000077312_SNRPA	Depression	TWAS	0.0263	FALSE	1.58004425151024	Positive	SNRPA	GCST90476683_MoodDisorders.h.FUSION
ENSG00000095002_MSH2	2	47403067	47663146	0.693	rs10187754	-3.16	rs57261805	-0.000416	-3.38	-0.8488	4810	4810	bslmm	0.054	0.026	2.2213	0.0263	0.906027096774193	Facial_nerve_disorders	GCST90477593_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000095002_MSH2	Facial_nerve_disorders	TWAS	0.0263	FALSE	1.58004425151024	Positive	MSH2	GCST90477593_SpinalCord_Nerves.h.FUSION
ENSG00000227354_RBM26-AS1	13	79406293	79427317	0.601	rs496932	3.75	rs73557910	0.0757	-4.76	0.285	4515	4515	blup	0.16	0.00025	-2.221	0.0263	0.821236976744186	Stroke_or_Transient_Ischemic_Attack	GCST90476667_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000227354_RBM26-AS1	Stroke_or_Transient_Ischemic_Attack	TWAS	0.0263	FALSE	1.58004425151024	Negative	RBM26-AS1	GCST90476667_Brain_Cerebrovascular.h.FUSION
ENSG00000121481_RNF2	1	185045526	185102603	0.444	rs4011648	-3.03	rs4651194	0.011432	4.01	0.71663	4107	4107	blup	0.072	0.012	2.22154	0.02631	0.694038490566038	Alzheimers_or_Other_Dementia	GCST90479405_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000121481_RNF2	Alzheimers_or_Other_Dementia	TWAS	0.02631	FALSE	1.5798791519143	Positive	RNF2	GCST90479405_Cognitive_Neurodegenerative.h.FUSION
ENSG00000224243_SOX1-OT	13	112056845	112108015	0.518	rs73572822	3.39	rs1570617	0.354	-5.21	2.221	6067	1	top1	0.35	1.4e-08	-2.22101	0.02635	0.810033333333333	Depression	GCST90476879_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000224243_SOX1-OT	Depression	TWAS	0.02635	FALSE	1.57921938045143	Negative	SOX1-OT	GCST90476879_MoodDisorders.h.FUSION
ENSG00000273381_ENSG00000273381	9	91206175	91210299	0.687	rs73496733	-3.69	rs10991981	0.000757	-3.7	-2.8102	5046	5046	bslmm	0.056	0.024	2.220811	0.02636	0.71028301369863	Extrapyramidal_disease_and_abnormal_movement_disorders	GCST90477511_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000273381_ENSG00000273381	Extrapyramidal_disease_and_abnormal_movement_disorders	TWAS	0.02636	FALSE	1.57905459407803	Positive	ENSG00000273381	GCST90477511_Movement_Motor.h.FUSION
ENSG00000049759_NEDD4L	18	58044226	58401540	0.793	rs3859399	-3.31	rs72956366	-0.013855	3.61	-0.8727	6430	6430	bslmm	0.071	0.013	2.221	0.02638	0.766818636363636	Chronic_pain_syndrome	GCST90477603_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000049759_NEDD4L	Chronic_pain_syndrome	TWAS	0.02638	FALSE	1.57872520878965	Positive	NEDD4L	GCST90477603_OtherNeurological.h.FUSION
ENSG00000248677_LINC02102	5	6686325	6707711	0.517	rs7712764	-3.73	rs17192980	-0.00838	3.65	-0.9559	6061	6061	bslmm	0.0091	0.2	-2.22053	0.02638	0.751216734693878	Stroke_or_Transient_Ischemic_Attack	GCST90476865_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000248677_LINC02102	Stroke_or_Transient_Ischemic_Attack	TWAS	0.02638	FALSE	1.57872520878965	Negative	LINC02102	GCST90476865_Brain_Cerebrovascular.h.FUSION
ENSG00000260657_ENSG00000260657	15	68267792	68277994	0.579	rs12443415	-3.16	rs6494765	0.070925	-4.11	-1.4985	4145	99	enet	0.12	0.0016	2.22034	0.0264	0.829845294117647	Disorders_of_other_cranial_nerves	GCST90477588_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000260657_ENSG00000260657	Disorders_of_other_cranial_nerves	TWAS	0.0264	FALSE	1.57839607313017	Positive	ENSG00000260657	GCST90477588_SpinalCord_Nerves.h.FUSION
ENSG00000248898_PELO-AS1	5	52673186	52799987	0.607	rs12109916	4.33	rs75687262	-0.00974	3.46	0.2916	5011	5011	blup	0.093	0.0047	-2.2202	0.0264	0.831250078125	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000248898_PELO-AS1	Convulsions	TWAS	0.0264	FALSE	1.57839607313017	Negative	PELO-AS1	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000143337_TOR1AIP1	1	179882042	179920077	0.506	rs12079057	-3.16	rs165258	0.011852	-3.5	2.3887	5546	5546	bslmm	0.034	0.063	-2.21983	0.02643	0.734623493333333	Abnormal_involuntary_movements	GCST90477576_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000143337_TOR1AIP1	Abnormal_involuntary_movements	TWAS	0.02643	FALSE	1.57790283686829	Negative	TOR1AIP1	GCST90477576_Movement_Motor.h.FUSION
ENSG00000084072_PPIE	1	39692182	39763914	0.554	rs16827071	3	rs148757750	-0.00043	-3.68	-0.8056	4119	4119	bslmm	0.033	0.065	2.21964	0.02644	0.736224375	Alzheimers_or_Other_Dementia	GCST90476686_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000084072_PPIE	Alzheimers_or_Other_Dementia	TWAS	0.02644	FALSE	1.5777385491864	Positive	PPIE	GCST90476686_Cognitive_Neurodegenerative.h.FUSION
ENSG00000134461_ANKRD16	10	5861616	5889906	0.567	rs9423739	-3.9	rs7088356	0.0188	4.06	-1.92612	6458	6458	bslmm	0.089	0.0057	-2.219704	0.02644	0.831851568627451	Depression	GCST90477003_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000134461_ANKRD16	Depression	TWAS	0.02644	FALSE	1.5777385491864	Negative	ANKRD16	GCST90477003_MoodDisorders.h.FUSION
ENSG00000160408_ST6GALNAC6	9	127885321	127905408	0.48	rs7864661	3.79	rs73597696	0.00909	3.82	-1.4371	3561	3561	blup	0.06	0.02	-2.21949	0.02645	0.831250078125	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000160408_ST6GALNAC6	Convulsions	TWAS	0.02645	FALSE	1.5775743236288	Negative	ST6GALNAC6	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000162695_SLC30A7	1	100896076	100981757	0.503	rs3819950	-4.12	rs67196850	0.082904	-4.35	2.2194	4917	1	top1	0.083	0.0074	-2.2194	0.02646	0.890587894736842	Bipolar_Disorder	GCST90479398_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000162695_SLC30A7	Bipolar_Disorder	TWAS	0.02646	FALSE	1.57741016014852	Negative	SLC30A7	GCST90479398_MoodDisorders.h.FUSION
ENSG00000178295_GEN1	2	17753858	17788946	0.422	rs2710000	3.42	rs1471343	-0.013756	-3.82	0.20036	4972	4972	bslmm	0.0098	0.19	-2.219343	0.026463	0.764318072289157	Hereditary_and_idiopathic_peripheral_neuropathy	GCST90477606_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000178295_GEN1	Hereditary_and_idiopathic_peripheral_neuropathy	TWAS	0.026463	FALSE	1.5773609232025	Negative	GEN1	GCST90477606_SpinalCord_Nerves.h.FUSION
ENSG00000141219_C17orf80	17	73232233	73248959	1	rs79056566	3.26	rs68074386	-0.006608	-3.66	0.3138	5951	5951	bslmm	0.089	0.0057	-2.21923	0.02647	0.831250078125	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000141219_C17orf80	Convulsions	TWAS	0.02647	FALSE	1.57724605869865	Negative	C17orf80	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000108039_XPNPEP1	10	109864766	109923553	0.444	rs1227988	-3.47	rs111481776	-0.00915	3.45	0.47414	5013	5013	blup	0.035	0.061	2.21828	0.0265	0.759985507246377	Depression	GCST90479401_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000108039_XPNPEP1	Depression	TWAS	0.0265	FALSE	1.57675412606319	Positive	XPNPEP1	GCST90479401_MoodDisorders.h.FUSION
ENSG00000152492_CCDC50	3	191329085	191398659	0.407	rs76507275	-4.17	rs78655634	0.000963	3.66	-1.9077	6911	6911	blup	0.09	0.0055	-2.2188	0.0265	0.7261	MDD	mdd2023diverse_AFR_Neff.txt	Astrocyte	ENSG00000152492_CCDC50	MDD	TWAS	0.0265	FALSE	1.57675412606319	Negative	CCDC50	mdd2023diverse_AFR_Neff
ENSG00000182093_GET1	21	39377698	39428528	0.5	rs111284758	3.22	rs4818097	-0.01364	3.91	-1.6868	6408	6408	bslmm	0.019	0.13	-2.2189	0.0265	0.764318072289157	Hereditary_and_idiopathic_peripheral_neuropathy	GCST90477606_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000182093_GET1	Hereditary_and_idiopathic_peripheral_neuropathy	TWAS	0.0265	FALSE	1.57675412606319	Negative	GET1	GCST90477606_SpinalCord_Nerves.h.FUSION
ENSG00000163923_RPL39L	3	187120948	187180908	0.683	rs115346187	-3.15	rs59709368	-0.013425	3.67	-0.9383	5560	5560	bslmm	0.0059	0.24	-2.21954	0.0265	0.835216744186047	Dementia	GCST90476928_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000163923_RPL39L	Dementia	TWAS	0.0265	FALSE	1.57675412606319	Negative	RPL39L	GCST90476928_Cognitive_Neurodegenerative.h.FUSION
ENSG00000106392_C1GALT1	7	7156934	7248616	0.552	rs58152459	3.32	rs61555327	0.012903	3.73	1.03	7111	7111	blup	0.014	0.16	2.2185	0.02652	0.707789464285714	Do_you_currently_smoke_cigarettes	GCST90479465_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000106392_C1GALT1	Do_you_currently_smoke_cigarettes	TWAS	0.02652	FALSE	1.57642648026726	Positive	C1GALT1	GCST90479465_SubstanceUse.h.FUSION
ENSG00000236760_ENSG00000236760	2	3131581	3145780	0.428	rs76202212	3.48	rs1106901	-0.000744	3.76	2.3533	6218	6218	bslmm	0.014	0.16	2.2179	0.02656	0.730719245283019	Stroke_or_Transient_Ischemic_Attack	GCST90476903_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000236760_ENSG00000236760	Stroke_or_Transient_Ischemic_Attack	TWAS	0.02656	FALSE	1.57577192930402	Positive	ENSG00000236760	GCST90476903_Brain_Cerebrovascular.h.FUSION
ENSG00000107175_CREB3	9	35732598	35736999	0.517	rs111932161	2.99	rs2017126	-0.012747	3.52	2.1086	3972	3972	blup	0.079	0.0086	2.2173	0.0266	0.645483118644068	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000107175_CREB3	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	0.0266	FALSE	1.57511836336893	Positive	CREB3	GCST90479446_SleepDisorders.h.FUSION
ENSG00000237742_HEY2-AS1	6	125577545	125749190	0.46	rs75466876	3.43	rs1739357	0.222499	-4.76	-2.2169	4144	1	top1	0.22	1.3e-05	2.2169	0.0266	0.663185185185185	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	GCST90477283_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000237742_HEY2-AS1	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	TWAS	0.0266	FALSE	1.57511836336893	Positive	HEY2-AS1	GCST90477283_Brain_Cerebrovascular.h.FUSION
ENSG00000077150_NFKB2	10	102394110	102402524	0.262	rs12570859	3.27	rs7072336	-0.01346	-3.4	1.285	2468	2468	bslmm	0.11	0.0022	-2.217	0.0266	0.69825	BipolarDisorder	bip2024_afr_no23andMe.txt	Astrocyte	ENSG00000077150_NFKB2	BipolarDisorder	TWAS	0.0266	FALSE	1.57511836336893	Negative	NFKB2	bip2024_afr_no23andMe
ENSG00000251022_THAP9-AS1	4	82893009	82900960	0.501	rs28534475	2.81	rs11099581	0.007743	3.36	0.0831	5581	5581	bslmm	0.059	0.021	-2.2175	0.0266	0.831851568627451	Depression	GCST90477003_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000251022_THAP9-AS1	Depression	TWAS	0.0266	FALSE	1.57511836336893	Negative	THAP9-AS1	GCST90477003_MoodDisorders.h.FUSION
ENSG00000286024_ENSG00000286024	19	48807321	48810837	0.578	rs8100083	3.54	rs73580450	-0.0139	3.32	-0.6988	5908	5908	bslmm	0.0043	0.26	-2.2175	0.0266	0.647886885245902	Hemiplegia	GCST90477544_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000286024_ENSG00000286024	Hemiplegia	TWAS	0.0266	FALSE	1.57511836336893	Negative	ENSG00000286024	GCST90477544_OtherNeurological.h.FUSION
ENSG00000272977_ENSG00000272977	22	25476218	25479971	0.554	rs5760692	3.87	rs2330963	-0.0128	3.89	-1.4007	5748	5748	blup	0.066	0.015	-2.2176	0.0266	0.760057592592593	Bipolar_Disorder	GCST90476918_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000272977_ENSG00000272977	Bipolar_Disorder	TWAS	0.0266	FALSE	1.57511836336893	Negative	ENSG00000272977	GCST90476918_MoodDisorders.h.FUSION
ENSG00000176945_MUC20	3	195720884	195741123	0.518	rs9846085	4.88	rs903310	-0.004112	-3.56	1.7898	5630	5630	blup	0.098	0.0038	-2.217	0.02662	0.71028301369863	Extrapyramidal_disease_and_abnormal_movement_disorders	GCST90477511_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000176945_MUC20	Extrapyramidal_disease_and_abnormal_movement_disorders	TWAS	0.02662	FALSE	1.57479194886134	Negative	MUC20	GCST90477511_Movement_Motor.h.FUSION
ENSG00000115364_MRPL19	2	75646783	75690851	0.3	rs17012847	3.35	rs10198439	-0.00579	3.87	-0.4946	5515	24	enet	0.044	0.04	2.2169	0.02663	0.786052083333333	Abnormality_of_gait	GCST90477580_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000115364_MRPL19	Abnormality_of_gait	TWAS	0.02663	FALSE	1.57462883356106	Positive	MRPL19	GCST90477580_Movement_Motor.h.FUSION
ENSG00000188803_SHISA6	17	11241213	11564063	0.713	rs16943254	3.7	rs73293758	-0.006889	-3.81	0.5208	6090	6090	blup	0.068	0.014	2.2169	0.026633	0.5943353125	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000188803_SHISA6	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.026633	FALSE	1.57457991091505	Positive	SHISA6	GCST90479457_SubstanceUse.h.FUSION
ENSG00000286836_ENSG00000286836	2	215178791	215310947	0.383	rs207808	-3.59	rs13414859	-0.013507	3.74	1.4346	5616	5616	blup	0.0013	0.3	2.21604	0.0267	0.861041071428571	Complex_regional_or_central_pain_syndrome	GCST90477600_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000286836_ENSG00000286836	Complex_regional_or_central_pain_syndrome	TWAS	0.0267	FALSE	1.57348873863542	Positive	ENSG00000286836	GCST90477600_OtherNeurological.h.FUSION
ENSG00000183066_WBP2NL	22	41998725	42058456	0.538	rs80048472	-3.98	rs8138080	0.25208	-5.21	2.2151	5103	1	top1	0.25	3.1e-06	-2.2151	0.0267	0.5943353125	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000183066_WBP2NL	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.0267	FALSE	1.57348873863542	Negative	WBP2NL	GCST90479457_SubstanceUse.h.FUSION
ENSG00000080503_SMARCA2	9	1980290	2193624	0.377	rs12003370	3.69	rs16938278	-0.013098	3.5	-1.47467	8246	8246	bslmm	0.098	0.0038	-2.2153	0.0267	0.975694285714286	Feeling_excessively_sleepy_during_the_day	GCST90479439_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000080503_SMARCA2	Feeling_excessively_sleepy_during_the_day	TWAS	0.0267	FALSE	1.57348873863542	Negative	SMARCA2	GCST90479439_SleepDisorders.h.FUSION
ENSG00000129473_BCL2L2	14	23298790	23311751	0.395	rs7161604	3.49	rs5742772	-0.01093	3.87	-1.526	5061	5061	blup	0.13	0.00093	-2.2153	0.0267	0.773992783505155	Stroke_or_Transient_Ischemic_Attack	GCST90476994_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000129473_BCL2L2	Stroke_or_Transient_Ischemic_Attack	TWAS	0.0267	FALSE	1.57348873863542	Negative	BCL2L2	GCST90476994_Brain_Cerebrovascular.h.FUSION
ENSG00000154188_ANGPT1	8	107249482	107498055	0.576	rs113827359	-2.95	rs74879595	-0.011124	-3.7	0.6606	5571	5571	bslmm	0.12	0.0015	-2.2166	0.0267	0.730719245283019	Stroke_or_Transient_Ischemic_Attack	GCST90476903_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000154188_ANGPT1	Stroke_or_Transient_Ischemic_Attack	TWAS	0.0267	FALSE	1.57348873863542	Negative	ANGPT1	GCST90476903_Brain_Cerebrovascular.h.FUSION
ENSG00000290439_HSD17B7P2	10	38356380	38378505	0.589	rs1421216293	-2.86	rs78693763	0.0265	3.82	0.4669	3831	3831	bslmm	0.057	0.023	2.2157	0.02671	0.783280916666667	Stroke_or_Transient_Ischemic_Attack	GCST90479382_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000290439_HSD17B7P2	Stroke_or_Transient_Ischemic_Attack	TWAS	0.02671	FALSE	1.57332611197863	Positive	HSD17B7P2	GCST90479382_Brain_Cerebrovascular.h.FUSION
ENSG00000070540_WIPI1	17	68420948	68457513	0.515	rs552687	3.46	rs7225936	0.007404	-3.46	-2.022	5017	5017	bslmm	0.022	0.11	2.21553	0.02672	0.647886885245902	Hemiplegia	GCST90477544_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000070540_WIPI1	Hemiplegia	TWAS	0.02672	FALSE	1.57316354619649	Positive	WIPI1	GCST90477544_OtherNeurological.h.FUSION
ENSG00000144712_CAND2	3	12796472	12834804	0.466	rs73138159	-3.39	rs9856899	0.074244	-4.15	1.7105	5445	41	enet	0.23	7.4e-06	-2.2155	0.02673	0.634762962962963	Benign_neoplasm_of_brain_cranial_nerves_meninges	GCST90477285_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000144712_CAND2	Benign_neoplasm_of_brain_cranial_nerves_meninges	TWAS	0.02673	FALSE	1.57300104124346	Negative	CAND2	GCST90477285_Brain_Cerebrovascular.h.FUSION
ENSG00000232434_AJM1	9	136842478	136848801	0.641	rs987932984	3.63	rs12555781	0.016718	3.82	1.1179	4779	4779	bslmm	0.023	0.1	2.2147	0.0268	0.667424833333333	Chronic_pain	GCST90477532_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000232434_AJM1	Chronic_pain	TWAS	0.0268	FALSE	1.57186520597121	Positive	AJM1	GCST90477532_OtherNeurological.h.FUSION
ENSG00000226375_ENSG00000226375	1	173174300	173175503	0.433	rs1234294	-3.43	rs2254720	0.086724	-3.95	-2.21427	3828	1	top1	0.087	0.0063	2.21427	0.0268	0.868311926605505	Hypersomnia	GCST90477481_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000226375_ENSG00000226375	Hypersomnia	TWAS	0.0268	FALSE	1.57186520597121	Positive	ENSG00000226375	GCST90477481_SleepDisorders.h.FUSION
